,Zm00001d028401,Zm00001d049179,Zm00001d035082,Zm00001d031463,Zm00001d039173,Zm00001d006010,Zm00001d033861,Zm00001d043589,Zm00001d040260,Zm00001d048201,Zm00001d024281,Zm00001d018024,Zm00001d018742,Zm00001d034112,Zm00001d033673,Zm00001d044228,Zm00001d028398,Zm00001d025944,Zm00001d048082,Zm00001d005454,Zm00001d015737,Zm00001d020620,Zm00001d020910,Zm00001d031913,Zm00001d039432,Zm00001d042217,Zm00001d018775
cell_9384,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0
cell_9385,0,0,1,0,0,0,1,5,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,1,0,0
cell_9386,0,0,0,0,1,1,4,0,0,1,1,2,2,5,0,5,1,0,0,0,0,0,0,0,0,0,0
cell_9387,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0
cell_9388,0,0,13,1,4,0,4,10,0,2,0,0,5,13,1,0,0,0,0,0,0,0,0,0,0,0,1
cell_9389,0,0,0,0,0,1,1,1,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0
cell_9390,1,0,1,0,0,2,3,0,0,1,0,3,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0
cell_9391,0,0,2,0,0,0,0,7,2,0,0,1,0,4,0,0,0,0,5,0,0,0,1,0,3,0,0
cell_9392,0,0,0,3,0,1,0,8,0,3,0,0,7,12,1,1,0,0,0,1,0,0,0,0,0,0,0
cell_9393,2,0,5,0,1,0,0,6,0,2,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9394,0,0,0,0,3,1,0,0,0,0,0,1,2,4,0,2,0,0,0,3,0,0,1,0,0,0,0
cell_9395,0,0,0,0,2,0,1,1,0,0,0,2,3,9,0,4,0,0,0,0,1,0,0,0,0,0,0
cell_9396,0,0,0,0,1,1,0,2,0,2,0,0,2,3,0,0,0,0,0,0,8,0,0,4,0,0,0
cell_9397,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9398,2,0,0,0,0,1,3,0,0,1,0,1,4,3,0,0,4,0,0,0,1,0,1,3,0,0,0
cell_9399,0,0,1,0,0,0,0,2,2,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,7,0,0
cell_9400,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
cell_9401,0,0,0,0,2,0,0,0,0,0,0,0,3,10,0,2,1,0,0,1,0,0,1,0,0,0,0
cell_9402,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,10,4,0
cell_9403,2,0,3,0,2,0,0,6,0,0,0,3,2,0,1,0,0,0,0,0,1,0,1,3,1,0,2
cell_9404,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,10,1,0
cell_9405,1,0,0,0,2,1,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
cell_9406,1,0,2,0,4,0,0,0,1,2,0,0,0,10,4,0,1,0,0,0,14,0,1,0,2,0,0
cell_9407,2,0,0,0,1,0,0,5,0,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9408,1,0,0,0,0,4,5,0,0,0,0,2,6,11,1,0,0,0,0,0,0,0,1,1,0,0,0
cell_9409,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0
cell_9410,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,3,0
cell_9411,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,2,0,0
cell_9412,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,4,0
cell_9413,4,0,0,0,2,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0
cell_9414,0,0,0,0,2,2,0,0,3,0,0,0,0,4,2,0,1,0,0,2,0,2,0,0,6,1,0
cell_9415,0,0,1,1,0,0,0,8,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
cell_9416,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,2,0,0,0,0
cell_9417,0,1,6,1,0,0,0,9,0,0,0,0,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_9418,0,0,0,2,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9419,0,0,0,1,5,0,1,5,2,0,0,0,4,14,0,2,0,0,0,6,0,0,0,0,1,0,0
cell_9420,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0
cell_9421,2,0,0,2,1,0,1,16,1,1,1,1,3,5,1,0,0,0,0,0,2,0,0,0,0,0,0
cell_9422,0,0,0,0,0,3,0,0,0,0,0,0,2,9,0,4,0,0,0,0,0,0,0,0,1,0,0
cell_9423,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
cell_9424,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,7,0,0
cell_9425,0,0,0,0,2,0,1,1,0,0,0,5,4,7,0,5,0,0,0,0,1,0,0,0,0,0,0
cell_9426,1,0,0,0,3,2,0,0,7,2,0,0,0,4,1,0,0,0,0,0,1,0,1,1,12,1,0
cell_9427,4,1,0,0,0,0,1,2,0,0,0,2,2,7,1,3,0,0,0,0,0,0,0,0,1,0,0
cell_9428,0,0,0,0,1,4,4,1,0,0,0,7,8,9,0,7,1,0,0,0,1,0,0,0,0,0,0
cell_9429,0,0,0,2,0,0,2,6,0,0,0,0,4,13,0,6,0,0,0,0,0,0,1,0,0,0,0
cell_9430,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
cell_9431,1,0,0,0,3,1,0,0,0,0,0,0,4,7,0,4,3,0,0,0,0,0,0,0,0,0,0
cell_9432,4,0,0,0,2,1,1,0,0,0,0,0,0,16,1,0,7,0,0,0,0,0,0,2,1,0,0
cell_9433,1,0,0,0,0,0,0,9,4,1,0,0,0,6,0,1,0,0,3,0,0,0,0,0,11,0,0
cell_9434,0,0,0,0,1,0,4,0,0,0,0,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9435,2,0,7,0,1,0,1,9,0,0,0,2,3,7,1,0,0,0,0,0,0,0,1,1,0,0,0
cell_9436,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0
cell_9437,5,0,0,1,3,1,1,3,0,0,0,1,9,13,0,6,0,0,0,0,1,0,0,0,0,0,0
cell_9438,0,0,0,0,3,0,0,2,0,0,0,0,4,11,0,3,1,0,0,5,0,0,0,0,0,0,0
cell_9439,2,0,3,1,0,0,0,4,0,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0
cell_9440,0,0,0,0,0,0,1,7,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9441,0,0,0,0,0,3,2,2,0,0,0,2,11,20,0,0,0,0,0,0,0,0,1,1,0,0,0
cell_9442,0,0,0,0,3,0,0,0,3,2,0,0,0,10,2,0,1,2,0,2,0,0,1,0,3,4,0
cell_9443,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_9444,0,0,0,1,1,1,5,0,0,0,0,1,4,12,0,3,0,0,0,0,0,0,0,0,0,0,0
cell_9445,0,0,0,0,2,0,0,0,3,2,0,0,0,9,1,0,0,1,0,0,0,0,1,0,0,2,0
cell_9446,2,0,0,0,1,0,0,1,0,0,1,2,1,2,3,0,0,0,0,0,13,0,0,10,0,0,0
cell_9447,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9448,1,1,1,0,4,0,0,0,0,0,0,1,4,8,0,7,1,0,0,2,0,0,0,0,0,0,0
cell_9449,1,0,3,1,1,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,1,0,1,0,0,0
cell_9450,1,0,2,1,0,2,0,1,0,0,0,2,5,10,0,1,0,0,0,0,1,0,0,0,0,0,0
cell_9451,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0
cell_9452,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,1,0
cell_9453,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0
cell_9454,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9455,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_9456,0,0,0,0,2,0,0,0,4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0
cell_9457,0,0,0,0,1,0,0,0,3,0,0,0,1,4,0,3,0,4,0,0,1,0,0,0,0,0,0
cell_9458,4,0,0,1,1,12,10,0,0,2,0,5,4,8,1,0,1,0,0,0,3,2,0,7,2,0,0
cell_9459,0,0,1,1,0,0,0,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2
cell_9460,0,0,1,1,1,0,0,7,0,0,0,0,1,6,0,0,0,0,0,0,1,0,1,0,2,0,0
cell_9461,1,0,0,0,0,2,2,1,0,1,0,5,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9462,0,0,0,3,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9463,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
cell_9464,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9465,0,1,0,0,0,2,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0
cell_9466,1,0,0,1,1,1,7,0,0,2,0,1,1,9,0,1,3,0,0,14,0,0,0,0,0,0,0
cell_9467,4,0,0,0,0,1,0,1,0,0,0,5,0,2,0,0,0,0,0,0,19,0,0,10,1,0,0
cell_9468,1,0,0,0,0,1,6,0,0,0,0,1,9,6,0,1,1,0,0,0,0,0,0,0,0,0,0
cell_9469,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,1,0
cell_9470,0,0,3,2,0,0,1,4,0,0,0,4,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0
cell_9471,0,0,0,0,1,0,2,0,0,0,0,3,3,7,0,3,1,0,0,0,0,0,0,0,0,0,0
cell_9472,0,2,0,0,3,0,0,0,0,1,1,1,3,6,0,4,0,0,0,1,0,0,0,0,0,0,0
cell_9473,1,0,0,0,1,1,0,0,1,2,0,0,0,3,2,0,0,1,0,0,0,0,0,0,2,0,0
cell_9474,0,1,0,2,1,2,5,0,0,1,0,1,3,8,17,0,1,1,0,0,0,2,1,1,0,0,0
cell_9475,0,0,0,0,0,0,0,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9476,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0
cell_9477,0,0,0,1,3,0,0,0,0,1,0,0,0,3,1,3,0,4,0,0,0,0,0,0,0,0,0
cell_9478,0,0,0,0,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_9479,3,0,0,0,3,1,4,0,0,2,0,5,2,5,0,1,1,0,0,0,2,0,0,2,1,0,0
cell_9480,3,0,1,2,5,1,2,0,0,0,0,1,1,6,0,2,2,0,0,1,0,0,1,1,0,0,0
cell_9481,0,0,1,0,0,0,2,4,0,0,4,0,5,5,0,2,0,0,0,0,2,0,1,0,2,0,0
cell_9482,2,0,0,0,0,3,6,0,0,0,0,0,0,6,1,0,4,0,0,2,0,0,0,0,1,0,0
cell_9483,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0
cell_9484,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0
cell_9485,0,0,0,5,1,0,4,10,0,1,4,0,3,4,2,0,0,0,0,0,0,0,0,0,2,0,1
cell_9486,2,0,3,0,0,0,1,7,0,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0
cell_9487,0,0,0,0,0,0,0,0,3,1,0,1,0,8,0,0,0,0,0,1,0,0,0,0,4,3,0
cell_9488,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,0
cell_9489,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
cell_9490,0,0,0,1,6,0,0,3,0,2,0,2,1,3,0,0,1,0,0,0,0,0,0,4,0,0,0
cell_9491,0,0,0,1,1,0,0,4,0,1,0,0,3,5,1,0,0,0,0,0,2,0,0,0,0,0,0
cell_9492,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,6,0,0
cell_9494,0,0,0,0,2,0,1,1,0,1,1,2,5,7,0,2,1,0,0,0,0,0,3,0,0,0,0
cell_9495,0,0,0,0,1,0,0,0,0,1,0,0,9,5,0,2,0,0,0,0,1,0,0,0,0,0,0
cell_9496,1,0,4,8,0,0,1,25,0,3,0,0,8,18,2,0,0,0,0,0,0,0,0,0,0,0,2
cell_9497,1,1,0,0,0,1,2,0,0,0,0,1,0,6,1,0,4,0,0,3,0,1,0,1,0,0,0
cell_9498,1,0,0,0,0,0,1,2,0,0,0,2,1,6,0,5,2,0,0,0,0,0,0,0,0,0,0
cell_9499,0,0,0,0,0,0,0,1,0,5,0,0,4,17,0,1,1,0,0,0,0,0,0,0,0,0,0
cell_9500,0,0,0,0,3,2,7,1,0,1,0,0,10,19,0,15,1,0,0,0,1,0,0,0,1,0,0
cell_9501,0,0,0,1,0,0,0,0,1,3,0,0,0,6,0,1,0,0,0,1,0,0,0,0,2,2,0
cell_9502,7,0,7,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
cell_9503,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1
cell_9504,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,5,0
cell_9505,0,0,0,0,2,0,0,0,0,3,0,0,0,6,2,0,2,6,0,1,0,0,0,0,0,2,0
cell_9506,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9507,5,0,0,1,1,0,2,0,0,2,0,3,1,3,3,0,1,0,0,0,12,1,0,7,0,0,0
cell_9508,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
cell_9509,0,1,0,2,3,0,0,7,0,1,1,0,2,22,0,9,0,0,0,8,0,0,1,0,0,0,0
cell_9510,0,0,0,0,3,3,2,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,1,0,0
cell_9511,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
cell_9512,0,0,0,0,1,1,0,0,4,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0
cell_9513,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,5,0,1,0,0
cell_9514,0,0,0,0,1,0,2,1,0,1,0,0,6,9,0,2,1,0,0,0,0,0,0,0,0,0,0
cell_9515,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,3,0,1,0,0
cell_9516,0,0,0,4,0,0,2,9,0,0,2,3,6,11,0,1,0,0,0,0,0,0,0,0,2,0,0
cell_9517,0,0,0,0,0,1,1,1,0,1,0,4,4,7,0,5,1,0,0,0,1,0,0,0,0,0,0
cell_9518,3,0,0,0,1,2,2,1,0,1,0,3,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0
cell_9519,0,0,0,2,0,0,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9520,2,0,0,0,1,4,2,1,0,0,0,1,5,12,0,8,0,0,0,0,0,0,0,0,0,0,0
cell_9521,0,0,0,0,0,1,1,0,0,0,0,1,4,5,0,1,1,0,0,0,1,0,0,0,0,0,0
cell_9522,1,0,0,5,0,0,5,0,0,1,25,2,2,1,2,0,0,0,0,0,1,0,0,0,1,0,2
cell_9523,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0
cell_9524,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
cell_9525,2,0,15,5,0,0,1,13,0,1,0,1,4,19,3,0,1,0,0,0,0,0,0,2,0,0,0
cell_9526,1,1,0,0,0,1,5,0,0,0,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0
cell_9527,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,1,1,2,2,0
cell_9528,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
cell_9529,4,0,0,5,0,0,0,1,0,0,16,1,0,1,5,0,0,0,0,0,1,0,0,0,0,1,1
cell_9530,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
cell_9531,0,0,0,2,0,0,0,6,1,1,0,1,4,4,3,0,0,0,0,0,0,0,0,0,5,1,2
cell_9532,1,0,0,0,2,1,3,1,0,1,0,0,1,15,2,0,7,0,0,0,0,1,1,4,1,0,0
cell_9533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,3,0
cell_9534,7,0,3,0,0,0,4,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9535,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9536,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
cell_9537,0,0,0,1,1,1,7,1,0,1,1,0,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0
cell_9538,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,8,0,1,0,0,0,0,0,0,0
cell_9539,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0
cell_9540,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
cell_9541,4,0,1,2,1,0,0,6,0,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0
cell_9542,0,0,12,5,0,0,1,12,0,0,0,3,5,15,2,1,0,0,0,0,0,0,1,0,0,0,1
cell_9543,4,0,1,0,1,2,0,3,0,0,0,0,5,11,0,2,1,0,0,1,0,0,0,0,0,0,1
cell_9544,2,0,1,0,0,1,4,0,0,2,0,1,3,12,0,1,0,0,0,0,0,0,0,1,1,0,0
cell_9545,0,0,0,1,0,0,2,8,0,0,3,0,0,10,1,4,1,0,0,0,0,0,0,0,0,0,0
cell_9546,0,0,0,0,0,0,1,0,0,0,0,1,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0
cell_9547,0,0,1,0,0,0,2,1,0,1,0,2,10,8,0,4,3,0,0,0,0,0,0,0,1,0,0
cell_9548,0,0,0,1,1,1,0,5,0,0,3,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0
cell_9549,0,0,0,0,1,1,3,0,0,0,0,2,7,6,0,4,2,0,0,0,0,0,0,0,0,0,0
cell_9550,2,0,0,0,0,1,0,3,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0
cell_9551,2,0,1,0,0,1,4,1,0,0,0,2,5,13,0,2,6,0,0,0,0,0,1,0,0,0,0
cell_9552,1,0,0,2,1,1,3,0,0,2,0,4,1,7,0,0,1,0,0,9,0,1,1,0,1,0,0
cell_9553,0,0,2,0,1,1,3,1,0,1,0,2,5,11,0,1,0,0,0,0,0,0,0,1,0,0,0
cell_9554,0,0,0,0,3,0,1,0,3,1,0,2,0,4,0,0,1,1,0,2,0,0,0,0,2,3,0
cell_9555,0,0,1,0,2,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,0,0
cell_9556,1,0,1,5,2,0,1,1,0,0,13,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1
cell_9557,0,1,0,0,0,2,2,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9558,7,0,1,0,3,3,5,1,0,2,0,5,1,13,3,0,0,0,0,0,4,0,2,7,0,0,0
cell_9559,3,0,2,5,0,0,3,4,0,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0
cell_9560,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0
cell_9561,0,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0
cell_9562,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0
cell_9563,0,5,0,1,1,0,0,0,4,0,0,0,0,5,0,0,2,1,0,2,0,0,0,0,0,0,0
cell_9564,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,8,0,0,0,7,0,0,0,0,0,0,0
cell_9565,0,0,0,0,0,2,0,0,0,0,0,2,7,2,1,2,0,0,0,0,3,0,0,0,0,0,0
cell_9566,0,0,0,1,0,0,0,3,0,2,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9567,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,1,0,0,1,0
cell_9568,0,0,0,1,1,0,4,0,0,1,0,2,1,3,0,4,0,0,0,0,0,0,1,1,0,0,0
cell_9569,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,0,1,0,0,1,0
cell_9570,0,0,0,0,1,1,4,3,0,0,0,0,0,9,0,1,1,0,0,0,1,0,0,0,0,0,0
cell_9571,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
cell_9572,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0
cell_9573,3,0,7,2,2,0,3,5,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
cell_9574,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
cell_9575,0,0,0,0,0,0,1,1,0,0,0,1,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0
cell_9576,0,0,0,1,0,0,1,3,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9577,0,0,0,0,3,1,0,0,0,0,0,0,0,5,4,1,0,2,1,2,0,0,0,0,0,2,0
cell_9578,0,1,0,0,2,2,3,0,0,0,0,1,2,2,0,0,1,0,0,0,5,0,0,1,0,0,0
cell_9579,0,1,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0
cell_9580,1,0,0,1,0,0,3,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0
cell_9581,0,0,1,0,1,0,1,0,0,1,0,0,6,6,0,2,1,0,0,0,0,0,0,0,1,0,0
cell_9582,0,0,0,1,1,2,3,2,0,1,0,3,12,10,0,4,0,0,0,0,0,0,0,0,0,0,0
cell_9583,4,0,7,1,1,0,0,3,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
cell_9584,0,4,0,0,7,0,0,3,0,0,0,0,5,18,0,19,3,0,0,4,0,0,0,0,0,0,0
cell_9585,0,0,0,2,0,2,0,0,6,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,4,0
cell_9586,0,3,0,0,0,0,0,0,1,1,0,0,0,4,0,1,1,0,0,2,0,0,1,0,0,0,0
cell_9587,0,0,2,1,0,3,1,2,0,3,0,3,10,16,0,3,3,0,0,0,1,1,0,0,0,0,0
cell_9588,1,0,0,15,1,0,1,28,1,0,0,2,2,8,3,0,0,0,0,0,0,0,1,0,3,8,7
cell_9589,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0
cell_9590,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,4,0,0,0,1,0,0,3,6,2
cell_9591,2,0,2,1,0,0,5,2,0,0,0,1,2,1,3,0,0,0,0,0,5,0,0,0,0,0,0
cell_9592,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
cell_9593,0,0,0,7,0,0,2,2,0,0,13,0,2,4,0,2,0,0,0,0,2,0,0,0,0,0,1
cell_9594,0,0,0,1,1,0,3,4,0,0,1,0,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0
cell_9595,0,0,0,1,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,1,12
cell_9596,0,0,0,1,3,0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,1,0
cell_9597,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0
cell_9598,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
cell_9599,0,2,0,0,3,1,0,0,0,2,0,0,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0
cell_9600,0,0,0,7,1,0,0,0,0,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell_9601,0,0,0,0,0,1,2,1,0,0,0,4,10,18,0,0,1,0,0,0,2,0,0,0,0,0,0
cell_9602,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0
cell_9603,0,0,0,1,1,8,3,0,0,3,0,1,1,7,0,0,1,0,0,0,4,0,1,2,1,0,0
cell_9604,2,1,0,2,2,0,2,1,0,0,0,2,3,6,1,0,0,0,0,0,0,0,0,2,0,0,0
cell_9605,0,0,0,4,2,0,0,0,0,0,6,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,4
cell_9606,2,0,3,0,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell_9607,0,0,0,0,2,0,1,2,0,0,0,1,9,9,0,4,1,0,0,0,1,0,0,0,0,0,0
cell_9608,1,0,0,1,0,5,1,0,0,1,1,0,6,4,0,1,2,0,0,0,0,1,0,0,0,0,0
cell_9609,1,0,5,6,0,0,0,10,0,4,0,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0
cell_9610,1,0,0,1,1,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0
cell_9611,0,0,0,0,7,0,6,0,0,0,0,2,0,14,0,0,3,1,0,0,0,0,0,1,0,0,0
cell_9612,0,0,1,0,5,0,2,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0
