,imagecol,imagerow
cell_5257,3453.62,487.13
cell_5258,3453.82,719.47
cell_5259,3454.51,628.91
cell_5260,3454.71,432.45
cell_5261,3454.72,2632.55
cell_5262,3455.26,461.4
cell_5263,3455.48,1984.77
cell_5264,3455.48,655.43
cell_5265,3455.6,2225.84
cell_5266,3455.74,1903.7
cell_5267,3455.99,731.35
cell_5268,3456.21,690.82
cell_5269,3456.39,2243.51
cell_5270,3456.5,2413.38
cell_5271,3456.72,2214.64
cell_5272,3457.21,2598.65
cell_5273,3457.36,800.32
cell_5274,3457.61,2669.67
cell_5275,3457.99,2033.08
cell_5276,3458.15,668.77
cell_5277,3458.17,1856.13
cell_5278,3458.2,2008.93
cell_5279,3459.56,1737.94
cell_5280,3459.78,1928.45
cell_5281,3460.5,2394.3
cell_5282,3460.59,917.21
cell_5283,3460.91,2381.92
cell_5284,3461.61,1711.64
cell_5285,3461.86,2694.52
cell_5286,3462.37,1994.15
cell_5287,3463.01,1876.38
cell_5288,3463.35,878.2
cell_5289,3463.39,1794.17
cell_5290,3463.94,2425.3
cell_5291,3464.19,417.13
cell_5292,3464.41,737.43
cell_5293,3464.61,810.19
cell_5294,3464.98,1772.31
cell_5295,3465.22,657.95
cell_5296,3465.32,1229.97
cell_5297,3465.32,2641.08
cell_5298,3465.97,1975.76
cell_5299,3466.4,2255
cell_5300,3466.64,640.58
cell_5301,3466.67,2025.48
cell_5302,3467.34,684.81
cell_5303,3467.48,746.98
cell_5304,3468.04,830.33
cell_5305,3468.3,1815.02
cell_5306,3468.33,621.14
cell_5307,3468.37,988.28
cell_5308,3468.42,1759.59
cell_5309,3468.82,1962.35
cell_5310,3469.54,1123.78
cell_5311,3470.15,2089.94
cell_5312,3470.2,706.11
cell_5313,3470.87,936.78
cell_5314,3471.1,1690.84
cell_5315,3471.26,2243.96
cell_5316,3471.4,862.47
cell_5317,3471.66,2015.7
cell_5318,3472.09,1998.43
cell_5319,3473.05,439.1
cell_5320,3473.38,1070.34
cell_5321,3474.78,2213.96
cell_5322,3475,2699.57
cell_5323,3475.05,813.24
cell_5324,3475.24,732.92
cell_5325,3475.28,664.71
cell_5326,3475.67,1892.59
cell_5327,3476.46,878.01
cell_5328,3476.69,652.38
cell_5329,3477.1,2232.72
cell_5330,3477.63,2673.7
cell_5331,3477.94,2097.13
cell_5332,3478.65,692.2
cell_5333,3479.2,2461.3
cell_5334,3479.39,2421.3
cell_5335,3479.72,1029.86
cell_5336,3480.92,1725.31
cell_5337,3481.09,1946.11
cell_5338,3481.18,849.55
cell_5339,3481.44,2263.12
cell_5340,3481.54,2599.98
cell_5341,3481.69,2083.14
cell_5342,3481.74,1470.54
cell_5343,3481.82,616.93
cell_5344,3482.48,2646.2
cell_5345,3482.63,1819.56
cell_5346,3482.95,861.97
cell_5347,3483.01,1842.1
cell_5348,3483.48,2441.8
cell_5349,3484.47,2127.48
cell_5350,3484.94,825.76
cell_5351,3485.47,2614.98
cell_5352,3485.48,2227.86
cell_5353,3485.51,737.1
cell_5354,3486.1,641.89
cell_5355,3486.95,1963.21
cell_5356,3487.21,714.84
cell_5357,3487.46,2689.76
cell_5358,3487.81,1176.57
cell_5359,3487.99,2104.07
cell_5360,3488.02,1998.65
cell_5361,3488.41,1746.82
cell_5362,3488.78,1927.25
cell_5363,3489.65,2205.45
cell_5364,3489.67,1708.31
cell_5365,3490.13,1735.76
cell_5366,3490.26,1879.62
cell_5367,3491.06,2074.79
cell_5368,3491.31,701.81
cell_5369,3491.58,684.34
cell_5370,3491.93,2092.81
cell_5371,3492.05,668.72
cell_5372,3492.13,654.09
cell_5373,3493.42,2628.86
cell_5374,3493.48,769.92
cell_5375,3493.57,840.35
cell_5376,3493.9,1950.42
cell_5377,3494.08,994.7
cell_5378,3494.79,2219.13
cell_5379,3495.5,629.16
cell_5380,3495.66,2689.74
cell_5381,3496.29,2120.43
cell_5382,3496.36,2274.91
cell_5383,3496.46,783.64
cell_5384,3496.66,801.47
cell_5385,3497.21,724.31
cell_5386,3498.26,647.5
cell_5387,3498.38,600.97
cell_5388,3499.04,1982.04
cell_5389,3499.24,1993.43
cell_5390,350.24,1197.09
cell_5391,3500.07,1119.99
cell_5392,3500.3,714.34
cell_5393,3500.37,1820.8
cell_5394,3500.38,2060.5
cell_5395,3500.82,2070.86
cell_5396,3500.83,2698.16
cell_5397,3501,1967.85
cell_5398,3501.71,2107.81
cell_5399,3501.83,1728.52
cell_5400,3502.03,755.04
cell_5401,3503.25,1661.51
cell_5402,3504.13,1925.47
cell_5403,3504.38,1479.65
cell_5404,3504.47,1956.63
cell_5405,3504.92,2631.34
cell_5406,3505.04,865.01
cell_5407,3505.39,2083.44
cell_5408,3505.48,2225.18
cell_5409,3505.78,855.5
cell_5410,3505.8,413.81
cell_5411,3505.87,797.76
cell_5412,3506.05,681.79
cell_5413,3506.2,1758.2
cell_5414,3506.44,2260.45
cell_5415,3506.97,433.32
cell_5416,3507.18,635.72
cell_5417,3507.5,663.56
cell_5418,3507.84,399.69
cell_5419,3508.17,455.31
cell_5420,3508.44,1874.72
cell_5421,3508.55,876.3
cell_5422,3508.99,2469.65
cell_5423,3509.22,1743.5
cell_5424,3509.4,2377.31
cell_5425,3509.43,1719.63
cell_5426,3509.54,826.11
cell_5427,3509.63,1683.05
cell_5428,351.68,1404.97
cell_5429,3510.13,780.52
cell_5430,3510.42,2063.49
cell_5431,3511.25,1843.79
cell_5432,3511.7,739.21
cell_5433,3512.1,2110.98
cell_5434,3512.28,2096.55
cell_5435,3512.37,1149.17
cell_5436,3512.46,815.15
cell_5437,3513.02,648.64
cell_5438,3513.14,713.65
cell_5439,3513.67,846.24
cell_5440,3514.19,2691.64
cell_5441,3514.88,629.28
cell_5442,3514.93,762.87
cell_5443,3515.13,2217.7
cell_5444,3515.14,2272.43
cell_5445,3516.06,621.08
cell_5446,3516.19,689.48
cell_5447,3517.49,1814.43
cell_5448,3517.88,591.31
cell_5449,3518.15,2704.75
cell_5450,3518.18,829.11
cell_5451,3518.73,798.39
cell_5452,3518.87,2120.74
cell_5453,3519.59,2080.93
cell_5454,3519.77,699.17
cell_5455,3519.9,1093.21
cell_5456,3520.6,2059.02
cell_5457,3521.72,2683.66
cell_5458,3522.33,779.36
cell_5459,3522.56,1068.2
cell_5460,3522.73,1953.8
cell_5461,3522.97,870.41
cell_5462,3523.36,417.8
cell_5463,3523.82,658.34
cell_5464,3524.12,2207.19
cell_5465,3525.48,739.27
cell_5466,3525.54,2620.98
cell_5467,3525.84,2648.26
cell_5468,3525.95,1657.45
cell_5469,3526.05,2419.97
cell_5470,3526.17,2192.6
cell_5471,3526.18,763.4
cell_5472,3526.43,2169.33
cell_5473,3526.51,1922.62
cell_5474,3527.07,683
cell_5475,3527.1,1832.43
cell_5476,3527.25,2042.1
cell_5477,3527.44,1724.99
cell_5478,3527.52,2269.45
cell_5479,3528.44,1034.12
cell_5480,3529.28,649.88
cell_5481,3529.5,1712.55
cell_5482,3529.85,668.36
cell_5483,3530.21,2471.9
cell_5484,3530.29,2079.55
cell_5485,3530.3,2142.07
cell_5486,3530.51,597.89
cell_5487,3530.69,1967.13
cell_5488,3530.7,2113.76
cell_5489,3530.75,2127.88
cell_5490,3531.05,1149.53
cell_5491,3531.2,2019.73
cell_5492,3531.36,2053.96
cell_5493,3531.49,1817.43
cell_5494,3531.64,1851.03
cell_5495,3531.64,1936.31
cell_5496,3531.84,401.68
cell_5497,3532.38,979.93
cell_5498,3532.64,2159.17
cell_5499,3533.37,2100.67
cell_5500,3534.07,1686.27
cell_5501,3534.07,1747.36
cell_5502,3534.39,2178.38
cell_5503,3534.81,704.88
cell_5504,3534.82,730.59
cell_5505,3534.85,922.07
cell_5506,3535.18,764.75
cell_5507,3536.06,1891.36
cell_5508,3536.58,2202.83
cell_5509,3537.51,2404.33
cell_5510,3537.66,1945.76
cell_5511,3538.07,604.67
cell_5512,3538.1,910.63
cell_5513,3539.33,880.79
cell_5514,3539.86,750.93
cell_5515,3540.08,663.69
cell_5516,3541.04,685.08
cell_5517,3541.67,2461.34
cell_5518,3541.75,2085.23
cell_5519,3542.2,2704.55
cell_5520,3542.51,863.23
cell_5521,3542.67,2059.84
cell_5522,3542.7,238.75
cell_5523,3542.91,2692.84
cell_5524,3543.44,612.08
cell_5525,3543.58,2192.86
cell_5526,3543.68,694.92
cell_5527,3543.74,450.03
cell_5528,3543.91,1764.93
cell_5529,3544.16,1084.18
cell_5530,3544.41,592.85
cell_5531,3545.45,2212.67
cell_5532,3545.54,785.41
cell_5533,3545.9,2151.56
cell_5534,3546.6,2117.49
cell_5535,3547.52,2048.81
cell_5536,3547.87,1977.38
cell_5537,3548.68,1497.23
cell_5538,3548.72,2628.36
cell_5539,3548.81,1918.08
cell_5540,3548.88,1049.55
cell_5541,3549.27,757.88
cell_5542,3549.91,434.36
cell_5543,3550.2,388.44
cell_5544,3550.26,729.35
cell_5545,3550.99,2673.29
cell_5546,3551.45,2643.9
cell_5547,3551.51,2615.33
cell_5548,3551.65,1736.6
cell_5549,3551.82,2024.45
cell_5550,3551.91,2092.85
cell_5551,3553.13,711.53
cell_5552,3553.96,853.75
cell_5553,3554.04,2482.6
cell_5554,3554.25,1726.36
cell_5555,3554.66,930.93
cell_5556,3554.99,690.36
cell_5557,3555.02,2155.99
cell_5558,3555.52,1194.51
cell_5559,3555.82,2140.38
cell_5560,3556.02,2169.88
cell_5561,3556.15,618.58
cell_5562,3556.43,773.22
cell_5563,3556.66,2065.72
cell_5564,3557.06,2189.91
cell_5565,3557.52,1961.45
cell_5566,3557.89,1998.38
cell_5567,3558.71,2120.89
cell_5568,3558.72,1981.68
cell_5569,3559.03,636.03
cell_5570,3559.18,2467.38
cell_5571,3559.2,803.38
cell_5572,3559.48,1854.07
cell_5573,3559.93,833.12
cell_5574,3560.36,589.79
cell_5575,3560.54,2692.68
cell_5576,3560.65,2048.19
cell_5577,3561.36,1029.12
cell_5578,3561.64,1950.13
cell_5579,3561.72,2130.42
cell_5580,3561.72,2663.33
cell_5581,3562.54,2088.83
cell_5582,3563.08,2222.94
cell_5583,3563.16,2204.96
cell_5584,3563.19,2180.72
cell_5585,3563.53,2111.87
cell_5586,3563.61,2718.27
cell_5587,3563.67,715.3
cell_5588,3563.71,748.64
cell_5589,3564.85,1832.3
cell_5590,3564.92,927.48
cell_5591,3564.95,2035.48
cell_5592,3566.33,856.5
cell_5593,3566.35,2096.67
cell_5594,3566.39,683.52
cell_5595,3566.55,2155.26
cell_5596,3566.77,881.36
cell_5597,3566.84,704.04
cell_5598,3566.96,658.35
cell_5599,3567.18,2685.06
cell_5600,3567.44,645.18
cell_5601,3567.61,1808.58
cell_5602,3568.23,796.22
cell_5603,3568.63,824.8
cell_5604,3568.86,1978.76
cell_5605,3568.9,1794.18
cell_5606,3569.24,2007.19
cell_5607,3571.07,1961.22
cell_5608,3571.29,428.67
cell_5609,3571.49,1753.84
cell_5610,3571.55,2212.03
cell_5611,3572.29,2076.58
cell_5612,3572.59,1742.23
cell_5613,3572.8,2162.38
cell_5614,3572.82,2698.86
cell_5615,3573.18,2191.42
cell_5616,3574.17,2651.89
cell_5617,3574.35,1194.52
cell_5618,3574.49,2121.8
cell_5619,3575.02,728
cell_5620,3575.82,2053.97
cell_5621,3576.72,2219.8
cell_5622,3576.85,754.06
cell_5623,3577.28,705.89
cell_5624,3577.82,2143.09
cell_5625,3577.89,1228.96
cell_5626,3579.8,1717.11
cell_5627,3580.09,1839.06
cell_5628,3580.16,915.5
cell_5629,3580.28,2203.57
cell_5630,3580.53,2174.19
cell_5631,3580.66,680.01
cell_5632,3581.07,642.02
cell_5633,3581.1,1785.63
cell_5634,3581.65,94.23
cell_5635,3581.91,1965.85
cell_5636,3582.17,444.17
cell_5637,3582.6,2635.44
cell_5638,3582.86,2457.21
cell_5639,3583.11,777.65
cell_5640,3583.18,1669.53
cell_5641,3583.24,559.14
cell_5642,3583.56,575.82
cell_5643,3583.83,394.21
cell_5644,3584.3,379.36
cell_5645,3584.43,1878.08
cell_5646,3584.89,868.7
cell_5647,3585,689.28
cell_5648,3585.22,655.36
cell_5649,3585.29,826.83
cell_5650,3585.31,2159.13
cell_5651,3585.47,1817.4
cell_5652,3585.65,1774.92
cell_5653,3585.74,1084.66
cell_5654,3585.82,713.79
cell_5655,3586.01,2074.57
cell_5656,3586.47,2214.48
cell_5657,3586.92,1908.62
cell_5658,3587.36,2196.69
cell_5659,3587.39,2103.3
cell_5660,3587.61,737.73
cell_5661,3587.99,2126.65
cell_5662,3588.48,666.86
cell_5663,3589.37,590.89
cell_5664,359.01,1090.51
cell_5665,3590.91,2181.02
cell_5666,3591.77,2116.51
cell_5667,3591.84,1739.68
cell_5668,3592.22,2654.14
cell_5669,3592.5,1007.54
cell_5670,3592.53,888.56
cell_5671,3593.05,2222.58
cell_5672,3593.14,2684.38
cell_5673,3593.44,853.89
cell_5674,3593.89,2148.74
cell_5675,3594.64,615.82
cell_5676,3594.95,2205.37
cell_5677,3595.01,2079.61
cell_5678,3596.38,1800.18
cell_5679,3596.5,241.75
cell_5680,3596.65,2023.16
cell_5681,3596.69,604.05
cell_5682,3596.94,795.66
cell_5683,3597.23,675.29
cell_5684,3597.27,417.86
cell_5685,3597.44,1831.72
cell_5686,3597.58,769.47
cell_5687,3597.59,2641.09
cell_5688,3597.74,1643.33
cell_5689,3597.96,1948.1
cell_5690,3599.35,752.02
cell_5691,3599.88,1697.42
cell_5692,3599.88,1889.54
cell_5693,3600,723.14
cell_5694,3600.22,2169.1
cell_5695,3600.57,2157.38
cell_5696,3600.99,1988.15
cell_5697,3601.13,2187.27
cell_5698,3601.3,2723.01
cell_5699,3601.42,630.16
cell_5700,3602.32,2098.56
cell_5701,3602.76,2118.52
cell_5702,3603.15,377.7
cell_5703,3603.51,2451.6
cell_5704,3603.79,563.78
cell_5705,3604.08,921.22
cell_5706,3604.1,2231.27
cell_5707,3604.3,663.88
cell_5708,3604.33,1853.7
cell_5709,3605.38,2203.03
cell_5710,3605.38,618.53
cell_5711,3605.66,684.38
cell_5712,3605.68,2488.2
cell_5713,3605.94,826.98
cell_5714,3606.17,393.1
cell_5715,3606.5,1054.74
cell_5716,3606.99,883.49
cell_5717,3607,425.94
cell_5718,3607.35,595.1
cell_5719,3607.4,794.64
cell_5720,3607.61,2212.42
cell_5721,3607.74,1761.77
cell_5722,3607.89,2141.69
cell_5723,3608.08,1727.03
cell_5724,3608.58,2049.14
cell_5725,3609.11,713.06
cell_5726,3609.33,1798.77
cell_5727,3610.28,2465.32
cell_5728,3610.75,1995.36
cell_5729,3610.83,950.78
cell_5730,3612.27,1035.75
cell_5731,3612.28,2075.17
cell_5732,3612.35,558.7
cell_5733,3612.64,650.4
cell_5734,3613.1,2191.61
cell_5735,3613.19,2175.17
cell_5736,3613.75,847.97
cell_5737,3614.37,633.87
cell_5738,3614.41,756.43
cell_5739,3614.55,2112.5
cell_5740,3614.65,823.17
cell_5741,3615.51,1212.68
cell_5742,3615.67,807.91
cell_5743,3615.94,613.81
cell_5744,3615.98,2015.83
cell_5745,3616.12,1835.63
cell_5746,3616.14,367.51
cell_5747,3616.23,2055.28
cell_5748,3616.72,2091.23
cell_5749,3617.2,2246.91
cell_5750,3618.06,1818.02
cell_5751,3618.07,1083.58
cell_5752,3618.31,2641.75
cell_5753,3618.9,868.33
cell_5754,3619.01,2129.31
cell_5755,3619.5,1001.66
cell_5756,3619.53,691.07
cell_5757,3619.92,2702.38
cell_5758,362.31,2122.52
cell_5759,3620.55,2146.02
cell_5760,3620.84,1869.73
cell_5761,3621.14,2727.28
cell_5762,3621.32,2037.96
cell_5763,3621.53,675.98
cell_5764,3621.68,2214.71
cell_5765,3621.74,2070.15
cell_5766,3621.83,2655.89
cell_5767,3622.74,731.01
cell_5768,3624.04,773.39
cell_5769,3624.1,412.97
cell_5770,3624.27,798.01
cell_5771,3624.55,1916.27
cell_5772,3625.05,659.26
cell_5773,3625.35,2234.24
cell_5774,3625.38,976.46
cell_5775,3625.43,2223.16
cell_5776,3625.55,939.42
cell_5777,3625.86,1988.8
cell_5778,3626.1,759.45
cell_5779,3626.36,2171.22
cell_5780,3626.37,2682.87
cell_5781,3627.14,635.83
cell_5782,3627.2,614.49
cell_5783,3627.65,1932.81
cell_5784,3627.71,883.4
cell_5785,3627.77,1968.61
cell_5786,3628.07,2483.29
cell_5787,3628.16,1893.35
cell_5788,3628.37,2043.59
cell_5789,3628.43,585.96
cell_5790,3628.74,905.95
cell_5791,3629.15,2152.74
cell_5792,3629.21,2092.76
cell_5793,3629.32,430.29
cell_5794,3629.38,650.87
cell_5795,3629.77,1754.58
cell_5796,3630.21,962.86
cell_5797,3630.29,1714.9
cell_5798,3631.51,703.09
cell_5799,3631.81,813.27
cell_5800,3631.83,1830.68
cell_5801,3632.37,2014.37
cell_5802,3632.48,860.48
cell_5803,3632.58,928.99
cell_5804,3632.73,2716.48
cell_5805,3633.15,1958.46
cell_5806,3633.21,2104.99
cell_5807,3633.51,1731.71
cell_5808,3633.53,2129.78
cell_5809,3633.9,2141.73
cell_5810,3634.22,1995.27
cell_5811,3634.37,755.47
cell_5812,3634.73,2162.21
cell_5813,3634.79,1769.04
cell_5814,3635.08,1043.19
cell_5815,3635.74,684.17
cell_5816,3636.49,740.26
cell_5817,3637.03,1851.65
cell_5818,3637.24,2048.5
cell_5819,3637.69,595.02
cell_5820,3637.87,1017.14
cell_5821,3637.91,1808.99
cell_5822,3638.17,1974.96
cell_5823,3638.17,663.52
cell_5824,3638.53,1787.86
cell_5825,3638.86,608.81
cell_5826,3638.98,1069.94
cell_5827,3639,2458.25
cell_5828,3639.02,1841.19
cell_5829,3639.1,2085.22
cell_5830,3640.58,715.75
cell_5831,3641.09,2025.72
cell_5832,3641.35,2237.27
cell_5833,3641.95,2179.27
cell_5834,3642.14,1905.21
cell_5835,3642.31,1057.56
cell_5836,3642.83,2105
cell_5837,3642.83,2635.4
cell_5838,3643.08,1876.18
cell_5839,3643.46,696.07
cell_5840,3643.6,833.06
cell_5841,3644.22,754.05
cell_5842,3644.49,1859.89
cell_5843,3644.58,644.3
cell_5844,3644.73,2475.96
cell_5845,3644.92,1102.78
cell_5846,3644.96,1819.43
cell_5847,3645.77,366.37
cell_5848,3645.82,2501.89
cell_5849,3645.95,1737.99
cell_5850,3646.61,944.27
cell_5851,3646.96,2156.57
cell_5852,3647.5,912.99
cell_5853,3647.76,2665.36
cell_5854,3647.78,2226.31
cell_5855,3648.61,1982.64
cell_5856,3649.65,2049.74
cell_5857,3649.72,632.77
cell_5858,365.8,1398.17
cell_5859,365.92,1421.08
cell_5860,3650.32,2133.77
cell_5861,3650.38,720.9
cell_5862,3651.5,855.99
cell_5863,3652.23,653.48
cell_5864,3652.28,2736.15
cell_5865,3652.69,619.93
cell_5866,3652.71,2647.04
cell_5867,3652.84,1996.33
cell_5868,3652.93,664.09
cell_5869,3653.69,1038.19
cell_5870,3654.03,412.38
cell_5871,3654.28,678.39
cell_5872,3654.61,1130.88
cell_5873,3654.67,751.94
cell_5874,3654.91,1845.07
cell_5875,3654.99,2015.74
cell_5876,3655,1959.12
cell_5877,3655.09,2685.28
cell_5878,3655.1,1889.4
cell_5879,3655.16,2082.83
cell_5880,3655.37,2215.28
cell_5881,3655.77,701.16
cell_5882,3655.78,1188.38
cell_5883,3655.85,1921.96
cell_5884,3656.11,824.51
cell_5885,3656.55,731.59
cell_5886,3657.28,2203.25
cell_5887,3657.52,1708.58
cell_5888,3657.6,2066.47
cell_5889,3657.7,781.58
cell_5890,3658.2,1756.66
cell_5891,3658.26,2454.99
cell_5892,3658.27,2107.44
cell_5893,3658.62,1944.57
cell_5894,3659.64,2164.17
cell_5895,3660.13,926.19
cell_5896,3660.36,631.63
cell_5897,3660.77,2507.54
cell_5898,3661.89,1828.01
cell_5899,3661.98,746.88
cell_5900,3662.01,1798.28
cell_5901,3662.32,720.8
cell_5902,3662.59,2023.24
cell_5903,3662.78,686.41
cell_5904,3662.83,2153.92
cell_5905,3663.21,1005.95
cell_5906,3663.86,2692.54
cell_5907,3664.27,373.67
cell_5908,3664.38,1275.76
cell_5909,3665.17,640.93
cell_5910,3665.24,1951.83
cell_5911,3665.27,2079.41
cell_5912,3666.5,1906.59
cell_5913,3667.27,2171.8
cell_5914,3667.28,660.74
cell_5915,3667.72,1878.36
cell_5916,3667.79,1999.95
cell_5917,3667.87,709.14
cell_5918,3668.29,826.17
cell_5919,3669.2,910.53
cell_5920,3669.27,2215.95
cell_5921,3669.34,1549.54
cell_5922,3669.66,2132.85
cell_5923,3669.87,1164.39
cell_5924,3670.81,2050.07
cell_5925,3670.97,2188.07
cell_5926,3671.66,2157.68
cell_5927,3671.94,841.22
cell_5928,3671.97,2204.11
cell_5929,3672.16,416.34
cell_5930,3673.16,718.8
cell_5931,3673.3,743.34
cell_5932,3673.66,1766.39
cell_5933,3674.13,2245.93
cell_5934,3674.3,680.05
cell_5935,3674.45,2115.25
cell_5936,3674.62,760.47
cell_5937,3675.37,1032.35
cell_5938,3676.65,967.03
cell_5939,3676.66,1054.44
cell_5940,3676.67,2651.76
cell_5941,3677.15,1226.08
cell_5942,3677.49,2728.65
cell_5943,3678.59,1594.08
cell_5944,3678.82,2146.77
cell_5945,3679.05,2214.1
cell_5946,3679.19,1016.27
cell_5947,3679.67,750.09
cell_5948,368.63,1451.85
cell_5949,3680.02,1956.45
cell_5950,3680.12,1826.46
cell_5951,3680.25,703.96
cell_5952,3680.61,352.29
cell_5953,3680.71,1695.1
cell_5954,3680.71,2660.23
cell_5955,3681.39,2096.65
cell_5956,3681.55,770.75
cell_5957,3682.11,2039.65
cell_5958,3682.72,2165.12
cell_5959,3683.08,2743.42
cell_5960,3683.63,989.92
cell_5961,3684.34,2673.54
cell_5962,3684.4,936.42
cell_5963,3684.44,2074.39
cell_5964,3685.16,2008.72
cell_5965,3685.48,1272.04
cell_5966,3685.7,2713.99
cell_5967,3686.35,564.44
cell_5968,3686.54,2463.39
cell_5969,3686.93,1157.4
cell_5970,3686.93,2136.41
cell_5971,3687.12,529.19
cell_5972,3688.06,2207.26
cell_5973,3688.1,1988.45
cell_5974,3688.11,2174.46
cell_5975,3688.31,1663.84
cell_5976,3688.52,2187.01
cell_5977,3688.59,1752.22
cell_5978,3688.9,1842.46
cell_5979,3688.91,594.79
cell_5980,3689.11,761.19
cell_5981,3690.04,742.49
cell_5982,3691.16,2699.78
cell_5983,3691.51,2049.22
cell_5984,3692.64,2023.19
cell_5985,3692.7,1896.28
cell_5986,3692.97,1050.8
cell_5987,3693.22,2108.71
cell_5988,3693.32,521.76
cell_5989,3694.34,2196.84
cell_5990,3694.96,2736.75
cell_5991,3695,399.03
cell_5992,3695.23,602.37
cell_5993,3695.91,361.17
cell_5994,3696.01,554.65
cell_5995,3696.32,2512.77
cell_5996,3697.11,2489.48
cell_5997,3697.2,2148.6
cell_5998,3697.97,1030.33
cell_5999,3698.11,1757.91
cell_6000,3698.65,777.98
cell_6001,3698.72,1544.44
cell_6002,3699.63,735.39
cell_6003,3700.03,2068.86
cell_6004,3700.22,647.54
cell_6005,3700.41,611.41
cell_6006,3700.53,795.44
cell_6007,3700.72,2209.04
cell_6008,3701.04,1012.47
cell_6009,3701.97,2178.82
cell_6010,3702,2167.68
cell_6011,3702.48,915.87
cell_6012,3703,756.5
cell_6013,3703.32,2117.82
cell_6014,3703.47,2482.54
cell_6015,3703.85,568.15
cell_6016,3704.05,2746.14
cell_6017,3704.23,2706.62
cell_6018,3704.5,2663.73
cell_6019,3704.82,505.52
cell_6020,3705.01,2104.02
cell_6021,3706.32,2047.69
cell_6022,3706.54,517.47
cell_6023,3706.89,496.98
cell_6024,3707,964.6
cell_6025,3707.25,940.67
cell_6026,3707.65,2079.77
cell_6027,3708.05,2651.94
cell_6028,3708.75,2199.94
cell_6029,3708.94,2720.79
cell_6030,3709.78,1168.17
cell_6031,3711.11,1743.4
cell_6032,3711.37,528.37
cell_6033,3711.4,742.5
cell_6034,3712.13,1725.5
cell_6035,3712.23,2182.06
cell_6036,3712.28,789.31
cell_6037,3712.59,179.91
cell_6038,3713.01,559.83
cell_6039,3713.11,2690.31
cell_6040,3713.2,377.6
cell_6041,3713.24,356.18
cell_6042,3713.41,990.84
cell_6043,3713.65,1907.45
cell_6044,3714.14,649
cell_6045,3714.3,659.52
cell_6046,3715.13,2060.2
cell_6047,3715.32,402.7
cell_6048,3715.45,774.42
cell_6049,3715.6,1769.88
cell_6050,3715.61,2110.95
cell_6051,3715.76,684.41
cell_6052,3715.78,1667.1
cell_6053,3716.3,2515.63
cell_6054,3716.32,875.18
cell_6055,3717.58,2023.79
cell_6056,3718.16,494.94
cell_6057,3718.2,2172.51
cell_6058,3718.94,539.38
cell_6059,3719.07,2097.34
cell_6060,3719.65,2732.85
cell_6061,3719.66,2662.48
cell_6062,3720.1,2722.05
cell_6063,3720.15,599.52
cell_6064,3720.41,2459.43
cell_6065,3720.64,1062.64
cell_6066,3720.87,756.21
cell_6067,3721.02,576.41
cell_6068,3721.25,339.05
cell_6069,3721.79,1918.87
cell_6070,3722.79,1779.58
cell_6071,3722.91,1711.55
cell_6072,3723.14,2745.29
cell_6073,3723.48,2076.37
cell_6074,3723.95,2161.88
cell_6075,3724.01,1758.55
cell_6076,3724.92,527.68
cell_6077,3725.19,637.95
cell_6078,3725.26,2127.87
cell_6079,3725.26,565.38
cell_6080,3725.41,1012.96
cell_6081,3727.1,1990.69
cell_6082,3727.12,2040.57
cell_6083,3727.24,680.96
cell_6084,3727.37,489.45
cell_6085,3727.62,1805.03
cell_6086,3728.49,669.83
cell_6087,3728.63,885.16
cell_6088,3728.87,704.07
cell_6089,3729.59,550.05
cell_6090,3729.98,502.18
cell_6091,3730.43,2689.31
cell_6092,3730.44,2150.52
cell_6093,3731.55,1845.86
cell_6094,3732.05,653.64
cell_6095,3732.5,1885.14
cell_6096,3732.58,369.6
cell_6097,3733.04,2749.94
cell_6098,3733.3,2117.36
cell_6099,3733.38,1740.18
cell_6100,3734.57,2063.34
cell_6101,3734.6,525.51
cell_6102,3734.68,539.28
cell_6103,3734.72,2668.33
cell_6104,3735.34,630.84
cell_6105,3735.66,2532.3
cell_6106,3736.11,1824.76
cell_6107,3736.25,386.24
cell_6108,3737.36,2025.53
cell_6109,3738.12,783.37
cell_6110,3738.14,1068.13
cell_6111,3738.19,2649.77
cell_6112,3738.7,2049.76
cell_6113,3738.74,2725.44
cell_6114,3738.75,562.27
cell_6115,3739.22,801.81
cell_6116,3739.45,2207.22
cell_6117,3739.47,2096.67
cell_6118,3739.56,1033.6
cell_6119,3739.6,2192.16
cell_6120,374.32,2124.1
cell_6121,3740.85,647.01
cell_6122,3741.06,2466.65
cell_6123,3741.15,1680.94
cell_6124,3741.24,358.52
cell_6125,3741.26,1220.64
cell_6126,3741.3,493.96
cell_6127,3741.73,764.61
cell_6128,3741.8,330.74
cell_6129,3742.08,2173.91
cell_6130,3742.66,1716.04
cell_6131,3742.91,668.16
cell_6132,3743.11,1052.44
cell_6133,3743.12,580.12
cell_6134,3743.52,627.58
cell_6135,3744.31,2033.61
