,imagecol,imagerow
cell_10677,4980.9,296.95
cell_10678,4980.94,2732.54
cell_10679,4980.99,18.08
cell_10680,4981.77,2220.82
cell_10681,4982.04,168.06
cell_10682,4982.07,109.29
cell_10683,4982.22,2128.49
cell_10684,4982.24,1973.53
cell_10685,4982.32,1130.98
cell_10686,4982.45,2028.78
cell_10687,4982.81,2488.22
cell_10688,4982.84,413.61
cell_10689,4982.92,661.51
cell_10690,4983,467.06
cell_10691,4983.06,2274.54
cell_10692,4983.67,146.28
cell_10693,4983.71,1803.46
cell_10694,4983.78,1467.2
cell_10695,4984.37,372.65
cell_10696,4984.54,1907.5
cell_10697,4984.54,77.14
cell_10698,4984.9,2005.33
cell_10699,4985.03,2173.15
cell_10700,4985.33,1767.99
cell_10701,4985.36,1390.51
cell_10702,4985.4,428.9
cell_10703,4985.43,2048.92
cell_10704,4985.64,2140.09
cell_10705,4986.19,2566.21
cell_10706,4986.32,535.6
cell_10707,4986.33,512.74
cell_10708,4986.37,1891.46
cell_10709,4986.42,1926.72
cell_10710,4987.27,2637.45
cell_10711,4987.33,1218.56
cell_10712,4987.42,2541.12
cell_10713,4987.45,2608.89
cell_10714,4987.52,767.75
cell_10715,4988.31,2097.19
cell_10716,4988.53,576.66
cell_10717,4989.14,874.68
cell_10718,4989.15,2249.53
cell_10719,4989.24,2594.36
cell_10720,4990.09,479.71
cell_10721,4990.9,2234.15
cell_10722,4991.46,2442.89
cell_10723,4991.71,344.52
cell_10724,4991.73,226.99
cell_10725,4991.89,973.83
cell_10726,4992.2,602.83
cell_10727,4992.22,158.78
cell_10728,4992.34,1528.24
cell_10729,4992.37,667.13
cell_10730,4992.45,630.64
cell_10731,4992.61,89.8
cell_10732,4992.7,2749.81
cell_10733,4992.71,132.04
cell_10734,4992.77,2217.57
cell_10735,4992.9,721.45
cell_10736,4993.07,415.42
cell_10737,4993.09,1981.08
cell_10738,4994.03,952.98
cell_10739,4994.1,649.08
cell_10740,4994.31,2663.86
cell_10741,4994.7,522.39
cell_10742,4994.79,2061.57
cell_10743,4995.12,2280.72
cell_10744,4995.39,439.41
cell_10745,4995.44,294.1
cell_10746,4996.06,533.97
cell_10747,4996.17,2023
cell_10748,4996.44,754.28
cell_10749,4996.61,2083.6
cell_10750,4996.87,2268.58
cell_10751,4996.9,2557.41
cell_10752,4996.96,1166.72
cell_10753,4997.07,2172.24
cell_10754,4997.2,923.12
cell_10755,4997.3,508.07
cell_10756,4997.4,620.03
cell_10757,4997.48,271.3
cell_10758,4997.5,2201.31
cell_10759,4997.59,472.5
cell_10760,4997.64,1950.87
cell_10761,4997.75,364.86
cell_10762,4997.84,1858.17
cell_10763,4998.09,197.9
cell_10764,4998.1,784.81
cell_10765,4998.14,400.62
cell_10766,4998.21,1824.6
cell_10767,4998.32,314.33
cell_10768,4998.34,1074.77
cell_10769,4999.19,1802.85
cell_10770,4999.22,55.28
cell_10771,4999.3,2006.37
cell_10772,4999.34,456.32
cell_10773,4999.92,2643.09
cell_10774,4999.94,2537.94
cell_10775,5000.1,2567.47
cell_10776,5000.18,75.66
cell_10777,5000.34,675.4
cell_10778,5000.69,2488.45
cell_10779,5001.38,1148.18
cell_10780,5001.38,495.92
cell_10781,5001.4,418.84
cell_10782,5002.09,965.52
cell_10783,5002.11,2608.21
cell_10784,5002.3,2726.42
cell_10785,5002.3,730.35
cell_10786,5002.65,2714.69
cell_10787,5002.84,549.78
cell_10788,5002.86,637.75
cell_10789,5003.66,2466.43
cell_10790,5003.7,562.11
cell_10791,5004.01,530.39
cell_10792,5004.94,2740.93
cell_10793,5005.06,812.9
cell_10794,5005.56,663.22
cell_10795,5005.59,142.26
cell_10796,5005.6,389.55
cell_10797,5005.8,2754.21
cell_10798,5005.82,855.84
cell_10799,5006.18,2674.65
cell_10800,5006.29,436.01
cell_10801,5006.48,2260.99
cell_10802,5006.66,2197.25
cell_10803,5007,2212.57
cell_10804,5007.11,67.33
cell_10805,5007.99,2141.98
cell_10806,5007.99,294.99
cell_10807,5007.99,650.87
cell_10808,5008.08,766.71
cell_10809,5008.24,209.4
cell_10810,5008.52,158.21
cell_10811,5008.53,625.49
cell_10812,5008.72,130.23
cell_10813,5008.81,520.61
cell_10814,5009.25,2641.4
cell_10815,5009.3,2160.03
cell_10816,5009.31,1910.54
cell_10817,5009.6,307.83
cell_10818,5009.65,1970.02
cell_10819,5009.94,573.05
cell_10820,5009.95,2244.91
cell_10821,501.42,1397.47
cell_10822,5010.21,2227.07
cell_10823,5010.25,447.92
cell_10824,5010.49,1649
cell_10825,5010.69,2129.24
cell_10826,5010.93,1930.51
cell_10827,5011.42,89.48
cell_10828,5011.44,2657.01
cell_10829,5011.61,346.47
cell_10830,5011.66,789.22
cell_10831,5011.91,2488.45
cell_10832,5011.98,424.77
cell_10833,5012.11,561.42
cell_10834,5012.27,227.08
cell_10835,5012.31,910.98
cell_10836,5012.45,1788.5
cell_10837,5012.87,615.61
cell_10838,5012.99,2045.83
cell_10839,5013.33,465.95
cell_10840,5013.37,510.96
cell_10841,5013.38,683.73
cell_10842,5013.59,582.61
cell_10843,5013.99,1845.27
cell_10844,5014.11,944.72
cell_10845,5014.78,528.81
cell_10846,5015.14,1031.97
cell_10847,5015.17,186.77
cell_10848,5015.23,1767.39
cell_10849,5015.28,105.85
cell_10850,5015.29,749.96
cell_10851,5015.33,2107.51
cell_10852,5015.45,829.25
cell_10853,5015.5,54.56
cell_10854,5015.97,2180.04
cell_10855,5017.9,2461.96
cell_10856,5017.98,2438.46
cell_10857,5018.7,2074.12
cell_10858,5018.71,356.96
cell_10859,5019.19,2738.41
cell_10860,5019.5,151.2
cell_10861,5019.5,196.91
cell_10862,5019.51,653.85
cell_10863,5019.52,2219.66
cell_10864,5019.76,668.04
cell_10865,5020.03,2471.83
cell_10866,5020.14,2767.08
cell_10867,5020.5,338.67
cell_10868,5020.66,97.05
cell_10869,5020.73,319.03
cell_10870,5020.79,2566.36
cell_10871,5021.04,498.33
cell_10872,5021.24,11.16
cell_10873,5021.25,545.19
cell_10874,5021.6,1119.4
cell_10875,5021.64,456.34
cell_10876,5021.77,633.31
cell_10877,5022.28,2259.04
cell_10878,5022.63,2028.03
cell_10879,5022.77,607.52
cell_10880,5022.83,559.72
cell_10881,5022.96,2723.84
cell_10882,5023.02,1832.96
cell_10883,5023.7,1255.61
cell_10884,5024.06,1949.93
cell_10885,5024.21,141.15
cell_10886,5024.58,431.17
cell_10887,5024.72,774.88
cell_10888,5024.97,1802.53
cell_10889,5025.29,482.3
cell_10890,5025.56,284.91
cell_10891,5025.87,787.86
cell_10892,5026.39,2158.85
cell_10893,5026.78,524.97
cell_10894,5026.97,588.58
cell_10895,5027.08,226.33
cell_10896,5027.13,298.37
cell_10897,5027.38,392.72
cell_10898,5028.1,747.06
cell_10899,5028.28,127.14
cell_10900,5028.28,643.47
cell_10901,5028.28,757.96
cell_10902,5028.39,1080.29
cell_10903,5028.7,2208.21
cell_10904,5028.9,2048.08
cell_10905,5028.97,2195.96
cell_10906,5029,1536.05
cell_10907,5029.17,2491.07
cell_10908,5029.66,2616.51
cell_10909,503.52,1490.92
cell_10910,5030.11,188.58
cell_10911,5030.33,508.27
cell_10912,5030.69,1613.88
cell_10913,5030.79,491.24
cell_10914,5031.12,624.42
cell_10915,5031.29,85.7
cell_10916,5031.59,2749.92
cell_10917,5031.93,2236.8
cell_10918,5032.14,672
cell_10919,5032.56,68.74
cell_10920,5032.64,446.39
cell_10921,5032.87,1740.85
cell_10922,5033.22,378.91
cell_10923,5033.3,272.3
cell_10924,5033.33,466.61
cell_10925,5033.5,766.56
cell_10926,5033.87,436.01
cell_10927,5033.9,345.68
cell_10928,5034.77,695.25
cell_10929,5035.72,1772
cell_10930,5036.42,137.8
cell_10931,5036.61,715.57
cell_10932,5036.8,2263.89
cell_10933,5037.01,2223.2
cell_10934,5037.06,208.15
cell_10935,5037.36,558.34
cell_10936,5037.63,48.93
cell_10937,5037.73,305.15
cell_10938,5037.82,293.77
cell_10939,5038.01,357.56
cell_10940,5038.31,1006.5
cell_10941,5038.31,2559.25
cell_10942,5038.53,1910.62
cell_10943,5039.03,1981.95
cell_10944,5039.3,1870.9
cell_10945,5039.32,482.07
cell_10946,5039.39,2117.36
cell_10947,5039.44,2151.42
cell_10948,5039.51,911.86
cell_10949,5039.73,806.75
cell_10950,504.11,1326.12
cell_10951,504.65,1302.88
cell_10952,504.75,1234.26
cell_10953,5040.2,2550.68
cell_10954,5040.33,2382.63
cell_10955,5040.58,2370.68
cell_10956,5041.4,2197.44
cell_10957,5041.47,1822.24
cell_10958,5041.51,2769.84
cell_10959,5041.55,656.11
cell_10960,5041.86,100.88
cell_10961,5041.93,2329.46
cell_10962,5042,2446.17
cell_10963,5042.56,667.54
cell_10964,5042.7,2489.74
cell_10965,5042.7,373.95
cell_10966,5042.72,84.95
cell_10967,5042.8,875.16
cell_10968,5043.03,1198.95
cell_10969,5043.18,780.91
cell_10970,5043.28,2536.87
cell_10971,5043.45,2233.99
cell_10972,5043.48,1923.02
cell_10973,5044.02,2650.68
cell_10974,5044.12,1837.03
cell_10975,5044.23,63.3
cell_10976,5044.26,2761.47
cell_10977,5044.38,968.56
cell_10978,5044.61,1586.18
cell_10979,5044.87,2346.83
cell_10980,5045.46,199.93
cell_10981,5045.65,2091.26
cell_10982,5045.89,706.48
cell_10983,5045.97,1861.17
cell_10984,5046.15,391.11
cell_10985,5046.31,2667.19
cell_10986,5046.99,1086.12
cell_10987,5047.12,153.41
cell_10988,5047.2,282.75
cell_10989,5047.24,791.85
cell_10990,5047.67,638.96
cell_10991,5047.68,2568.07
cell_10992,5047.88,728.26
cell_10993,5047.91,683.69
cell_10994,5048.28,627.5
cell_10995,5048.32,221.78
cell_10996,5048.45,1935.53
cell_10997,5048.56,1056.04
cell_10998,5048.83,2052.3
cell_10999,5049.07,769.02
cell_11000,5049.24,2011.84
cell_11001,5049.27,2140.66
cell_11002,5049.64,2316.51
cell_11003,5049.71,2219.34
cell_11004,5049.79,458.78
cell_11005,5049.85,575.16
cell_11006,5049.91,895.77
cell_11007,505.61,2132.61
cell_11008,5050.39,2686.68
cell_11009,5050.5,752.1
cell_11010,5050.65,715.99
cell_11011,5050.67,941.06
cell_11012,5050.79,80.09
cell_11013,5051.13,2726.96
cell_11014,5051.45,956.14
cell_11015,5051.62,607.72
cell_11016,5051.63,2480.12
cell_11017,5051.68,125.62
cell_11018,5052.02,4.59
cell_11019,5052.31,369.32
cell_11020,5052.87,2368.37
cell_11021,5052.95,482.21
cell_11022,5053.07,312.44
cell_11023,5053.15,2442.62
cell_11024,5053.35,189.18
cell_11025,5054.21,2152.36
cell_11026,5054.48,551.79
cell_11027,5054.79,111.38
cell_11028,5055.2,137.24
cell_11029,5055.61,344.78
cell_11030,5055.62,2620.08
cell_11031,5055.66,811.46
cell_11032,5055.81,983.14
cell_11033,5055.89,1989.61
cell_11034,5056.06,2228.7
cell_11035,5056.47,1855.85
cell_11036,5056.58,2181.49
cell_11037,5056.99,210.92
cell_11038,5057.07,94.87
cell_11039,5057.23,2309.76
cell_11040,5057.42,1919.06
cell_11041,5057.6,1303.36
cell_11042,5057.92,2197.09
cell_11043,5058.35,1963.88
cell_11044,5059.35,672.98
cell_11045,5059.4,639.23
cell_11046,5059.42,733.6
cell_11047,5059.66,1040.85
cell_11048,506.7,1377.99
cell_11049,5060.41,2651.86
cell_11050,5060.42,781.9
cell_11051,5060.92,2472.74
cell_11052,5061.5,71.74
cell_11053,5061.82,2672.8
cell_11054,5062.11,2008.46
cell_11055,5062.14,2538.48
cell_11056,5062.17,762.15
cell_11057,5062.67,2689.58
cell_11058,5062.69,2326.57
cell_11059,5062.7,374.25
cell_11060,5063.27,2773.96
cell_11061,5063.62,854.47
cell_11062,5063.93,1880.26
cell_11063,5064.19,901.27
cell_11064,5064.24,2066.44
cell_11065,5064.27,157.79
cell_11066,5064.56,1651.34
cell_11067,5064.82,742.88
cell_11068,5064.9,702.26
cell_11069,5065.04,1719.34
cell_11070,5065.05,2136.36
cell_11071,5065.14,834.01
cell_11072,5065.31,630.25
cell_11073,5065.45,1016.69
cell_11074,5065.93,2748.84
cell_11075,5066,1847.82
cell_11076,5066.04,283.67
cell_11077,5066.22,295.95
cell_11078,5066.42,143.55
cell_11079,5066.57,2598.97
cell_11080,5066.59,715.39
cell_11081,5066.69,1866.2
cell_11082,5066.94,188.06
cell_11083,5067.1,684.09
cell_11084,5067.12,2087.3
cell_11085,5067.64,2612.32
cell_11086,5067.75,359.61
cell_11087,5067.82,2341.04
cell_11088,5067.82,797.12
cell_11089,5068.08,268.17
cell_11090,5068.59,2157.9
cell_11091,5068.74,1940.54
cell_11092,5068.75,398.02
cell_11093,5069.26,2625.91
cell_11094,5069.31,2106.1
cell_11095,5069.41,2310.95
cell_11096,5069.71,2369.69
cell_11097,5069.83,553.25
cell_11098,5070.2,609.14
cell_11099,5070.58,2474.66
cell_11100,5070.87,2199.97
cell_11101,5070.92,875.15
cell_11102,5071.06,2574.48
cell_11103,5071.56,648.59
cell_11104,5071.98,2215.84
cell_11105,5072.1,2673.24
cell_11106,5073.03,2415.04
cell_11107,5073.27,2030.92
cell_11108,5073.38,1129.4
cell_11109,5073.41,919.22
cell_11110,5073.66,307.15
cell_11111,5073.89,735.63
cell_11112,5073.99,623.01
cell_11113,5074,957.41
cell_11114,5074.71,90.98
cell_11115,5074.92,747.77
cell_11116,5075.01,580.1
cell_11117,5075.09,342.62
cell_11118,5075.87,223.73
cell_11119,5075.92,390.16
cell_11120,5076.08,2270.88
cell_11121,5076.19,2453.51
cell_11122,5076.61,658.69
cell_11123,5076.73,2178.44
cell_11124,5076.8,596.66
cell_11125,5076.95,280.9
cell_11126,5077.13,1163.82
cell_11127,5077.6,2684.33
cell_11128,5077.95,771.1
cell_11129,5078.1,122.35
cell_11130,5078.32,39.68
cell_11131,5078.45,2099.45
cell_11132,5078.68,1871.4
cell_11133,5078.82,316.35
cell_11134,5078.83,2237.97
cell_11135,5078.91,1576.08
cell_11136,5079.57,183.26
cell_11137,5079.66,667.94
cell_11138,5079.74,2489.37
cell_11139,508.52,1044.98
cell_11140,508.81,1283.38
cell_11141,5080.07,1822.89
cell_11142,5080.5,509.74
cell_11143,5080.65,757.5
cell_11144,5080.87,149.01
cell_11145,5081.25,1896.65
cell_11146,5081.3,1642.77
cell_11147,5081.52,1262.67
cell_11148,5081.98,2615.95
cell_11149,5082.01,2223.21
cell_11150,5082.07,2677.38
cell_11151,5082.6,2373.77
cell_11152,5082.73,614.77
cell_11153,5083.23,2304.46
cell_11154,5083.24,2694.48
cell_11155,5083.43,828.4
cell_11156,5083.48,2660.07
cell_11157,5083.48,807.07
cell_11158,5083.55,734.48
cell_11159,5083.76,2417.57
cell_11160,5084.22,704.47
cell_11161,5084.85,955.12
cell_11162,5084.99,719.23
cell_11163,5085.05,2116.69
cell_11164,5085.75,2772.17
cell_11165,5086.56,789.39
cell_11166,5087.07,2348.27
cell_11167,5087.11,376.69
cell_11168,5087.12,632.79
cell_11169,5087.15,875.06
cell_11170,5087.16,2041.76
cell_11171,5087.2,133.17
cell_11172,5087.24,2733.84
cell_11173,5087.74,2130.34
cell_11174,5087.76,343.82
cell_11175,5087.78,1847.44
cell_11176,5087.9,2471.7
cell_11177,5088.14,586.25
cell_11178,5088.15,2007.5
cell_11179,5088.27,66.05
cell_11180,5088.43,2627.92
cell_11181,5088.59,223.11
cell_11182,5089.15,2063.97
cell_11183,5089.33,2268.8
cell_11184,5089.34,504.55
cell_11185,5089.96,2672.88
cell_11186,509.01,2440.86
cell_11187,509.62,1248.86
cell_11188,5090.04,2388.09
cell_11189,5090.08,762.09
cell_11190,5090.34,605.76
cell_11191,5090.38,843.97
cell_11192,5090.99,438.65
cell_11193,5091.09,1870.14
cell_11194,5091.51,1801.96
cell_11195,5091.68,2451.75
cell_11196,5091.91,1173.48
cell_11197,5092.32,903.77
cell_11198,5092.38,523.54
cell_11199,5092.45,144.43
cell_11200,5092.5,2294.84
cell_11201,5092.86,307.14
cell_11202,5093.14,2243.11
cell_11203,5093.28,811.81
cell_11204,5093.9,1065.48
cell_11205,5093.98,268.73
cell_11206,5094.05,87.34
cell_11207,5094.51,2604.22
cell_11208,5094.56,207.29
cell_11209,5095.13,465.93
cell_11210,5095.34,2684.99
cell_11211,5095.75,1964.92
cell_11212,5096.54,2335.6
cell_11213,5096.68,1096.04
cell_11214,5097.22,1469.56
cell_11215,5097.24,681.22
cell_11216,5097.32,367.43
cell_11217,5097.35,2359.97
cell_11218,5097.51,1723.46
cell_11219,5097.81,257.73
cell_11220,5098.17,2401.96
cell_11221,5098.42,2154.32
cell_11222,5098.44,1885.83
cell_11223,5098.62,53.66
cell_11224,5098.68,1900.15
cell_11225,5098.7,1758.74
cell_11226,5099.26,697.84
cell_11227,5099.39,455.82
cell_11228,5099.42,1502.79
cell_11229,5099.56,2226.8
cell_11230,5099.56,868.74
cell_11231,5099.61,514.81
cell_11232,510.67,1350.29
cell_11233,5100.34,389.39
cell_11234,5100.96,2206.38
cell_11235,5101.06,617.92
cell_11236,5101.38,3.92
cell_11237,5102.25,628.55
cell_11238,5102.44,1940.87
cell_11239,5102.7,2481.56
cell_11240,5102.79,76.26
cell_11241,5102.82,120.5
cell_11242,5102.97,181.99
cell_11243,5103.02,2743.64
cell_11244,5103.19,956.73
cell_11245,5103.49,35.57
cell_11246,5103.76,2417.58
cell_11247,5103.77,2325.86
cell_11248,5103.9,1911.33
cell_11249,5103.95,759.57
cell_11250,5104.06,2380.87
cell_11251,5104.09,220.14
cell_11252,5104.09,436.58
cell_11253,5104.24,2190.13
cell_11254,5104.52,662
cell_11255,5105.22,145.44
cell_11256,5105.26,711.3
cell_11257,5105.33,915.5
cell_11258,5105.34,355.93
cell_11259,5105.59,982.07
cell_11260,5105.69,2663.06
cell_11261,5105.69,529.72
cell_11262,5105.92,2697.62
cell_11263,5106.59,639.56
cell_11264,5106.61,894.76
cell_11265,5106.74,2540.2
cell_11266,5107.05,476.62
cell_11267,5107.64,2490.45
cell_11268,5107.78,1257.22
cell_11269,5108.02,2066.21
cell_11270,5108.02,262.79
cell_11271,5108.26,68.92
cell_11272,5108.4,565.25
cell_11273,5108.61,1859.56
cell_11274,5109.01,584.27
cell_11275,5109.03,2616.51
cell_11276,5109.19,132.06
cell_11277,5109.22,690.1
cell_11278,5109.23,2631.04
cell_11279,5109.26,1846
cell_11280,5109.68,2549.94
cell_11281,5109.69,2672.03
cell_11282,5109.73,777.73
cell_11283,5109.75,1800.35
cell_11284,5109.81,2753.17
cell_11285,5109.85,206.71
cell_11286,5109.91,2472.44
cell_11287,5109.93,2166.03
cell_11288,5110.4,84.13
cell_11289,5110.45,2102.57
cell_11290,5110.52,1874.38
cell_11291,5110.67,1990.3
cell_11292,5110.83,1400.62
cell_11293,5111.11,45.29
cell_11294,5111.48,878.54
cell_11295,5111.68,2393.49
cell_11296,5111.75,2355.41
cell_11297,5111.94,931.04
cell_11298,5112,1827
cell_11299,5113.52,340.75
cell_11300,5113.64,301.06
cell_11301,5113.67,2777.03
cell_11302,5113.68,181.91
cell_11303,5114.04,798.74
cell_11304,5114.13,1118.1
cell_11305,5114.27,1574.95
cell_11306,5114.63,2560.7
cell_11307,5114.64,760.97
cell_11308,5114.91,609.26
cell_11309,5114.93,651.92
cell_11310,5115.51,2178.35
cell_11311,5115.55,2117.37
cell_11312,5115.59,825.19
cell_11313,5116.1,37.4
cell_11314,5116.15,2198.28
cell_11315,5116.36,2768.96
cell_11316,5116.49,1185.01
cell_11317,5116.51,362.92
cell_11318,5116.61,2238.56
cell_11319,5117.1,2294.24
cell_11320,5117.16,529.07
cell_11321,5117.19,1902.51
cell_11322,5117.41,570.92
cell_11323,5118.1,433.99
cell_11324,5118.46,1626.42
cell_11325,5118.52,2411.06
cell_11326,5118.65,1068.49
cell_11327,5119.11,635.39
cell_11328,5119.12,473.27
cell_11329,5119.13,711.02
cell_11330,5119.49,2607.51
cell_11331,5119.63,2748.75
cell_11332,5119.98,118.74
cell_11333,512.51,2390.96
cell_11334,5120,289.11
cell_11335,5120.64,2448.96
cell_11336,5120.74,2662.52
cell_11337,5120.83,2482.33
cell_11338,5121.03,2269.04
cell_11339,5121.1,2689.99
cell_11340,5121.2,726.29
cell_11341,5121.31,1039.05
cell_11342,5121.4,2377.9
cell_11343,5121.48,2336.86
cell_11344,5121.53,374.57
cell_11345,5121.77,1971.18
cell_11346,5122.18,2146.65
cell_11347,5122.24,943.17
cell_11348,5122.39,204.5
cell_11349,5122.43,625.35
cell_11350,5122.79,307.57
cell_11351,5122.87,2540.27
cell_11352,5123.16,2361.38
cell_11353,5123.68,598.43
cell_11354,5123.74,2255.36
cell_11355,5123.75,2064.55
cell_11356,5124.42,2701.99
cell_11357,5124.59,2165.8
cell_11358,5124.77,2302.26
cell_11359,5124.9,192.14
cell_11360,5125.07,1725.01
cell_11361,5125.07,2531.35
cell_11362,5125.08,692.07
cell_11363,5125.67,1889.83
cell_11364,5125.73,544.91
cell_11365,5126.41,2679.94
cell_11366,5126.49,1142.45
cell_11367,5126.5,142.55
cell_11368,5126.8,263.97
cell_11369,5127.5,2396.41
cell_11370,5127.61,2319.05
cell_11371,5127.9,343.88
cell_11372,5128.23,583.45
cell_11373,5128.45,2347.52
cell_11374,5128.73,2778.83
cell_11375,5129.21,129.74
cell_11376,5129.49,1094.39
cell_11377,5129.53,2620.88
cell_11378,5129.55,2087.45
cell_11379,5129.79,2106.89
cell_11380,5129.91,2203.83
cell_11381,5130.16,60.06
cell_11382,5130.61,1601.06
cell_11383,5130.69,1769.62
cell_11384,5130.95,471.58
cell_11385,5131.32,969.81
cell_11386,5131.39,484.58
cell_11387,5131.54,726.3
cell_11388,5131.73,2264.59
cell_11389,5131.76,2050.65
cell_11390,5131.79,2413.01
cell_11391,5132.22,2485.47
cell_11392,5132.45,920.98
cell_11393,5132.67,680.94
cell_11394,5133.13,1209.22
cell_11395,5133.3,69.37
cell_11396,5133.38,1988.08
cell_11397,5133.43,761.4
cell_11398,5133.6,612.06
cell_11399,5133.73,446.56
cell_11400,5133.74,2180.84
cell_11401,5133.86,2555.69
cell_11402,5134.19,436.73
cell_11403,5134.21,384.13
cell_11404,5134.45,2662.37
cell_11405,5134.78,270.4
cell_11406,5134.78,540.47
cell_11407,5135.1,2749.38
cell_11408,5135.21,830.23
cell_11409,5135.25,2295.9
cell_11410,5135.33,805.25
cell_11411,5135.35,1832.86
cell_11412,5135.65,568.61
cell_11413,5136.09,303.57
cell_11414,5137.4,35.29
cell_11415,5137.43,1551.7
cell_11416,5137.5,2634.02
cell_11417,5138.19,180.2
cell_11418,5138.38,2235.02
cell_11419,5138.59,717.45
cell_11420,5138.63,628.35
cell_11421,5138.66,1910.6
cell_11422,5138.82,2171.73
cell_11423,5138.87,2257.87
cell_11424,5138.87,591.13
cell_11425,5139.83,2359.11
cell_11426,5139.88,79.98
cell_11427,5139.95,1035.81
cell_11428,514.66,1513.39
cell_11429,5140.05,204.79
cell_11430,5140.7,2548.24
cell_11431,5141.02,1110.94
cell_11432,5141.5,876.88
cell_11433,5141.97,116.3
cell_11434,5141.99,1517.13
cell_11435,5142.45,2609.41
cell_11436,5142.56,2222.08
cell_11437,5142.84,2683.93
cell_11438,5142.86,2308.61
cell_11439,5143.27,2129.26
cell_11440,5143.43,44.58
cell_11441,5143.51,2390.48
cell_11442,5143.6,535.44
cell_11443,5144.14,735.71
cell_11444,5144.27,476.99
cell_11445,5145.07,679.13
cell_11446,5145.11,2754.38
cell_11447,5145.37,1851.54
cell_11448,5145.52,1878.88
cell_11449,5145.57,439.96
cell_11450,5145.65,2538.49
cell_11451,5145.75,2407.33
cell_11452,5145.77,1771.49
cell_11453,5145.96,188.04
cell_11454,5146.27,1311.48
cell_11455,5146.27,2201.88
cell_11456,5146.99,217.66
cell_11457,5147.06,463.04
cell_11458,5147.24,2298.51
cell_11459,5147.27,854.04
cell_11460,5147.38,1943.66
cell_11461,5147.99,2473.55
cell_11462,5148.05,654.7
cell_11463,5148.2,1638.28
cell_11464,5148.23,711.86
cell_11465,5148.41,2703.96
cell_11466,5148.46,779.11
cell_11467,5148.52,761.05
cell_11468,5149.26,929.65
cell_11469,5149.27,367.53
cell_11470,5149.34,2494.39
cell_11471,5149.36,987.25
cell_11472,5149.72,2266.38
cell_11473,5149.79,2064.49
cell_11474,515.26,1213.09
cell_11475,5150.58,2672.4
cell_11476,5150.59,71.91
cell_11477,5151.09,301.33
cell_11478,5151.16,586.28
cell_11479,5151.56,942.98
cell_11480,5151.77,51.48
cell_11481,5151.95,2451.82
cell_11482,5151.97,1889.39
cell_11483,5152,732.83
cell_11484,5152.14,131.58
cell_11485,5152.33,798.74
cell_11486,5152.62,2289.65
cell_11487,5152.69,2626.7
cell_11488,5152.85,2692.12
cell_11489,5153.08,206.48
cell_11490,5153.18,2765.66
cell_11491,5153.19,488.65
cell_11492,5153.29,499.95
cell_11493,5153.45,180.5
cell_11494,5154.09,2368.34
cell_11495,5154.19,287.64
cell_11496,5154.23,2095.08
cell_11497,5154.93,2167.82
cell_11498,5155.05,2217.41
cell_11499,5155.06,746.33
cell_11500,5155.17,693.04
cell_11501,5156.18,560.46
cell_11502,5156.31,1964.09
cell_11503,5156.48,595.81
cell_11504,5156.74,2411.31
cell_11505,5156.94,58.8
cell_11506,5157.05,40.65
cell_11507,5157.08,123.28
cell_11508,5157.4,458.25
cell_11509,5157.98,1981.16
cell_11510,5158.21,471.36
cell_11511,5158.29,2682.53
cell_11512,5158.39,1203.79
cell_11513,5158.39,2785.09
cell_11514,5158.5,1946.15
cell_11515,5158.98,791.23
cell_11516,5159.38,273.31
cell_11517,5159.62,2009.99
cell_11518,5159.71,2612.02
cell_11519,516.08,1331.8
cell_11520,5160.28,2285.94
cell_11521,5160.33,577.77
cell_11522,5160.67,2637.87
cell_11523,5160.74,2246.19
cell_11524,5161.07,905.08
cell_11525,5161.13,677.51
cell_11526,5161.4,110.55
cell_11527,5161.43,1907.54
cell_11528,5161.7,145.58
cell_11529,5162.05,1130.01
cell_11530,5162.76,371.68
cell_11531,5162.82,263
cell_11532,5162.99,2554.96
cell_11533,5163.2,548.18
cell_11534,5163.2,715.56
cell_11535,5163.26,884.49
cell_11536,5163.6,2125.08
cell_11537,5163.91,835.59
cell_11538,5163.93,2478.08
cell_11539,5164.23,2047.21
cell_11540,5164.55,2160.48
cell_11541,5164.86,349.85
cell_11542,5164.93,225.6
cell_11543,5165.53,2206.56
cell_11544,5165.85,2761.98
cell_11545,5166.07,464.08
cell_11546,5166.63,1988.54
cell_11547,5167.16,382.84
cell_11548,5167.43,1085.98
cell_11549,5167.71,336.43
cell_11550,5167.83,736.8
cell_11551,5167.99,1577.75
cell_11552,5167.99,450.97
cell_11553,5168.29,858.65
cell_11554,5168.42,1480.05
cell_11555,5168.54,486.14
cell_11556,5168.66,2282.11
cell_11557,5168.92,1938.1
cell_11558,5169.3,2689.12
cell_11559,5169.33,303.65
cell_11560,5169.38,2232.15
cell_11561,5169.59,1810.57
cell_11562,5169.79,2263.93
cell_11563,5169.81,944.58
cell_11564,5169.99,2332.8
cell_11565,5170.18,1900.45
cell_11566,5170.43,2548.51
cell_11567,5170.6,922.95
cell_11568,5171.01,2320.51
cell_11569,5171.17,2707.76
cell_11570,5171.27,2371.27
cell_11571,5171.31,1553.25
cell_11572,5171.76,703.43
cell_11573,5171.79,1856.07
cell_11574,5171.82,814.34
cell_11575,5172.01,28.4
cell_11576,5172.03,2358.3
cell_11577,5172.07,131.05
cell_11578,5172.11,2669.68
cell_11579,5172.18,2539.56
cell_11580,5172.27,614.82
cell_11581,5172.5,2071.67
